Nom point,Type point,Réussites,Essais,Date,Timestamp,Commentaire
Position 1,Rappel de long,1,1,2023-08-12,2023-08-12 16:00:48.198762,RAS
Gretillat Position 61,Rappel de long,3,10,2023-08-16,2023-08-16 11:07:23.427407,RAS
Gretillat Position 62,Rappel de long,1,20,2023-08-16,2023-08-16 11:18:44.697462,RAS
Gretillat Position 63,Rappel de long,0,13,2023-08-16,2023-08-16 11:28:56.467519,RAS
Gretillat Position 64,Rappel de long,3,10,2023-08-16,2023-08-16 11:34:07.133100,RAS
Gretillat Position 65,Rappel de long,4,10,2023-08-16,2023-08-16 11:39:09.511442,RAS
Gretillat Position 66,Rappel de long,0,5,2023-08-16,2023-08-16 11:42:04.443716,RAS
Gretillat Position 67,Rappel de long,6,10,2023-08-16,2023-08-16 11:46:33.817413,RAS
Gretillat Position 7,Rappel de large,1,10,2023-08-22,2023-08-22 09:50:53.141300,RAS
Gretillat Position 8,Rappel de large,4,10,2023-08-22,2023-08-22 09:54:54.746288,RAS
Gretillat Position 9,Rappel de large,5,10,2023-08-22,2023-08-22 09:59:15.601134,RAS
Gretillat Position 10,Rappel de large,3,10,2023-08-22,2023-08-22 10:04:34.947245,RAS
Gretillat Position 11,Rappel de large,2,10,2023-08-22,2023-08-22 10:10:15.329261,RAS
Gretillat Position 12,Rappel de large,1,10,2023-08-22,2023-08-22 10:15:35.811945,Mal positionné sur 2.80
Gretillat Position 13,Rappel de large,1,10,2023-08-22,2023-08-22 10:20:45.585893,Mal positionné sur 2.80
Gretillat Position 14,Rappel de large,8,10,2023-08-22,2023-08-22 10:24:49.176711,Ras
Gretillat Position 16,Rappel de large,5,10,2023-08-22,2023-08-22 10:28:37.951679,Ras
Gretillat Position 15,Rappel de large,5,10,2023-08-22,2023-08-22 10:33:36.034652,Ras
Gretillat Position 1,Rappel de large,1,1,2023-08-23,2023-08-23 08:20:07.176753,RAS
Gretillat Position 1,Rappel de large,1,1,2023-08-23,2023-08-23 08:20:15.742981,RAS
Gretillat Position 1,Rappel de large,1,3,2023-08-23,2023-08-23 08:20:24.064869,RAS
Gretillat Position 1,Rappel de large,1,5,2023-08-23,2023-08-23 08:20:30.070943,RAS
Gretillat Position 1,Rappel de large,1,1,2023-08-23,2023-08-23 08:20:41.436197,RAS
Gretillat Position 1,Rappel de large,1,1,2023-08-23,2023-08-23 08:20:42.612199,RAS
Gretillat Position 1,Rappel de large,5,10,2023-08-23,2023-08-23 08:20:51.078375,RAS
Gretillat Position 2,Rappel de large,1,3,2023-08-23,2023-08-23 08:21:10.486578,RAS
Gretillat Position 2,Rappel de large,1,1,2023-08-23,2023-08-23 08:21:17.218401,RAS
Gretillat Position 2,Rappel de large,1,1,2023-08-23,2023-08-23 08:21:18.836398,RAS
Gretillat Position 2,Rappel de large,1,1,2023-08-23,2023-08-23 08:21:19.694776,RAS
Gretillat Position 2,Rappel de large,1,3,2023-08-23,2023-08-23 08:21:23.696760,RAS
Gretillat Position 2,Rappel de large,1,3,2023-08-23,2023-08-23 08:21:24.588554,RAS
Gretillat Position 2,Rappel de large,5,10,2023-08-23,2023-08-23 08:21:31.940451,RAS
Gretillat Position 3,Rappel de large,1,1,2023-08-23,2023-08-23 08:21:47.072075,RAS
Gretillat Position 3,Rappel de large,1,1,2023-08-23,2023-08-23 08:21:48.540302,RAS
Gretillat Position 3,Rappel de large,1,1,2023-08-23,2023-08-23 08:21:49.534093,RAS
Gretillat Position 3,Rappel de large,1,1,2023-08-23,2023-08-23 08:21:50.502352,RAS
Gretillat Position 3,Rappel de large,1,5,2023-08-23,2023-08-23 08:23:21.794544,RAS
Gretillat Position 3,Rappel de large,1,1,2023-08-23,2023-08-23 08:23:29.808491,RAS
Gretillat Position 3,Rappel de large,1,1,2023-08-23,2023-08-23 08:23:43.454853,RAS
Gretillat Position 4,Rappel de large,1,3,2023-08-23,2023-08-23 08:23:55.416648,RAS
Gretillat Position 4,Rappel de large,1,1,2023-08-23,2023-08-23 08:24:02.858540,RAS
Gretillat Position 4,Rappel de large,1,1,2023-08-23,2023-08-23 08:24:05.982409,RAS
Gretillat Position 4,Rappel de large,1,2,2023-08-23,2023-08-23 08:24:19.842347,RAS
Gretillat Position 4,Rappel de large,1,2,2023-08-23,2023-08-23 08:24:20.608271,RAS
Gretillat Position 4,Rappel de large,1,1,2023-08-23,2023-08-23 08:24:25.968358,RAS
Gretillat Position 4,Rappel de large,1,3,2023-08-23,2023-08-23 08:24:30.746404,RAS
Gretillat Position 5,Rappel de large,1,4,2023-08-23,2023-08-23 08:24:55.710751,RAS
Gretillat Position 5,Rappel de large,1,3,2023-08-23,2023-08-23 08:25:01.192464,RAS
Gretillat Position 5,Rappel de large,1,7,2023-08-23,2023-08-23 08:25:26.242323,RAS
Gretillat Position 5,Rappel de large,1,5,2023-08-23,2023-08-23 08:25:32.174614,RAS
Gretillat Position 5,Rappel de large,1,7,2023-08-23,2023-08-23 08:25:41.274405,RAS
Gretillat Position 5,Rappel de large,1,3,2023-08-23,2023-08-23 08:25:46.918479,RAS
Gretillat Position 5,Rappel de large,1,9,2023-08-23,2023-08-23 08:25:56.624447,RAS
Gretillat Position 6,Rappel de large,1,1,2023-08-23,2023-08-23 08:26:15.904457,RAS
Gretillat Position 6,Rappel de large,1,7,2023-08-23,2023-08-23 08:26:20.356413,RAS
Gretillat Position 6,Rappel de large,1,4,2023-08-23,2023-08-23 08:26:26.534190,RAS
Gretillat Position 6,Rappel de large,1,9,2023-08-23,2023-08-23 08:26:32.648300,RAS
Gretillat Position 6,Rappel de large,1,6,2023-08-23,2023-08-23 08:26:40.834607,RAS
Gretillat Position 6,Rappel de large,1,5,2023-08-23,2023-08-23 08:26:45.432516,RAS
Gretillat Position 6,Rappel de large,1,15,2023-08-23,2023-08-23 08:27:32.426560,RAS
Gretillat Position 7,Rappel de large,1,7,2023-08-23,2023-08-23 08:27:48.954794,RAS
Gretillat Position 7,Rappel de large,1,7,2023-08-23,2023-08-23 08:27:50.158325,RAS
Gretillat Position 7,Rappel de large,1,5,2023-08-23,2023-08-23 08:27:56.396424,RAS
Gretillat Position 7,Rappel de large,1,2,2023-08-23,2023-08-23 08:28:00.766275,RAS
Gretillat Position 7,Rappel de large,1,3,2023-08-23,2023-08-23 08:28:07.262621,RAS
Gretillat Position 7,Rappel de large,1,3,2023-08-23,2023-08-23 08:28:07.760520,RAS
Gretillat Position 8,Rappel de large,1,1,2023-08-23,2023-08-23 08:28:18.199139,RAS
Gretillat Position 8,Rappel de large,1,1,2023-08-23,2023-08-23 08:28:18.682542,RAS
Gretillat Position 8,Rappel de large,1,6,2023-08-23,2023-08-23 08:28:24.220358,RAS
Gretillat Position 8,Rappel de large,1,2,2023-08-23,2023-08-23 08:28:28.094320,RAS
Gretillat Position 8,Rappel de large,1,5,2023-08-23,2023-08-23 08:28:32.544481,RAS
Gretillat Position 8,Rappel de large,1,2,2023-08-23,2023-08-23 08:28:36.344429,RAS
Gretillat Position 9,Rappel de large,1,3,2023-08-23,2023-08-23 08:28:47.764483,RAS
Gretillat Position 9,Rappel de large,1,1,2023-08-23,2023-08-23 08:28:53.000309,RAS
Gretillat Position 9,Rappel de large,1,1,2023-08-23,2023-08-23 08:28:53.630955,RAS
Gretillat Position 9,Rappel de large,1,2,2023-08-23,2023-08-23 08:28:56.188212,RAS
Gretillat Position 9,Rappel de large,1,1,2023-08-23,2023-08-23 08:29:00.614597,RAS
Gretillat Position 9,Rappel de large,1,8,2023-08-23,2023-08-23 08:29:14.414755,RAS
Gretillat Position 10,Rappel de large,1,2,2023-08-23,2023-08-23 08:29:28.196353,RAS
Gretillat Position 10,Rappel de large,1,7,2023-08-23,2023-08-23 08:29:32.342662,RAS
Gretillat Position 10,Rappel de large,1,1,2023-08-23,2023-08-23 08:29:36.015072,RAS
Gretillat Position 10,Rappel de large,1,3,2023-08-23,2023-08-23 08:29:39.591207,RAS
Gretillat Position 10,Rappel de large,1,8,2023-08-23,2023-08-23 08:29:44.226245,RAS
Gretillat Position 10,Rappel de large,1,5,2023-08-23,2023-08-23 08:29:50.576595,RAS
Gretillat Position 11,Rappel de large,1,3,2023-08-23,2023-08-23 08:29:59.582318,RAS
Gretillat Position 11,Rappel de large,1,4,2023-08-23,2023-08-23 08:30:02.734396,RAS
Gretillat Position 11,Rappel de large,1,2,2023-08-23,2023-08-23 08:30:05.344472,RAS
Gretillat Position 11,Rappel de large,1,1,2023-08-23,2023-08-23 08:30:09.500401,RAS
Gretillat Position 11,Rappel de large,1,2,2023-08-23,2023-08-23 08:30:11.880392,RAS
Gretillat Position 11,Rappel de large,1,2,2023-08-23,2023-08-23 08:30:12.528606,RAS
Gretillat Position 12,Rappel de large,1,7,2023-08-23,2023-08-23 08:30:24.036266,RAS
Gretillat Position 12,Rappel de large,1,2,2023-08-23,2023-08-23 08:30:26.098591,RAS
Gretillat Position 12,Rappel de large,1,2,2023-08-23,2023-08-23 08:30:26.854819,RAS
Gretillat Position 12,Rappel de large,1,4,2023-08-23,2023-08-23 08:30:29.929075,RAS
Gretillat Position 12,Rappel de large,1,7,2023-08-23,2023-08-23 08:30:35.318479,RAS
Gretillat Position 12,Rappel de large,1,4,2023-08-23,2023-08-23 08:30:39.648403,RAS
Gretillat Position 13,Rappel de large,1,7,2023-08-23,2023-08-23 08:31:03.950322,RAS
Gretillat Position 13,Rappel de large,1,3,2023-08-23,2023-08-23 08:31:06.650628,RAS
Gretillat Position 13,Rappel de large,1,6,2023-08-23,2023-08-23 08:31:14.178375,RAS
Gretillat Position 13,Rappel de large,1,18,2023-08-23,2023-08-23 08:31:41.240233,RAS
Gretillat Position 13,Rappel de large,1,10,2023-08-23,2023-08-23 08:31:47.948105,RAS
Gretillat Position 13,Rappel de large,1,13,2023-08-23,2023-08-23 08:31:54.661078,RAS
Gretillat Position 14,Rappel de large,1,1,2023-08-23,2023-08-23 08:32:10.366686,RAS
Gretillat Position 14,Rappel de large,1,2,2023-08-23,2023-08-23 08:32:12.702602,RAS
Gretillat Position 14,Rappel de large,1,1,2023-08-23,2023-08-23 08:32:17.493160,RAS
Gretillat Position 14,Rappel de large,1,5,2023-08-23,2023-08-23 08:32:23.644173,RAS
Gretillat Position 14,Rappel de large,1,2,2023-08-23,2023-08-23 08:32:29.044683,RAS
Gretillat Position 14,Rappel de large,1,1,2023-08-23,2023-08-23 08:32:31.634729,RAS
Gretillat Position 15,Rappel de large,1,6,2023-08-23,2023-08-23 08:33:22.776732,RAS
Gretillat Position 15,Rappel de large,1,1,2023-08-23,2023-08-23 08:33:27.686675,RAS
Gretillat Position 15,Rappel de large,1,3,2023-08-23,2023-08-23 08:33:32.082697,RAS
Gretillat Position 15,Rappel de large,1,1,2023-08-23,2023-08-23 08:33:36.538394,RAS
Gretillat Position 15,Rappel de large,1,2,2023-08-23,2023-08-23 08:33:45.228423,RAS
Gretillat Position 15,Rappel de large,1,3,2023-08-23,2023-08-23 08:33:49.652506,RAS
Gretillat Position 16,Rappel de large,1,7,2023-08-23,2023-08-23 08:33:58.736368,RAS
Gretillat Position 16,Rappel de large,1,3,2023-08-23,2023-08-23 08:34:02.858776,RAS
Gretillat Position 16,Rappel de large,1,5,2023-08-23,2023-08-23 08:34:07.206253,RAS
Gretillat Position 16,Rappel de large,1,3,2023-08-23,2023-08-23 08:34:12.078219,RAS
Gretillat Position 16,Rappel de large,1,3,2023-08-23,2023-08-23 08:34:13.354228,RAS
Gretillat Position 16,Rappel de large,1,1,2023-08-23,2023-08-23 08:34:16.034790,RAS
Gretillat Position 17,Rappel de large,1,4,2023-08-23,2023-08-23 08:34:26.806849,RAS
Gretillat Position 17,Rappel de large,1,3,2023-08-23,2023-08-23 08:34:30.418829,RAS
Gretillat Position 17,Rappel de large,1,5,2023-08-23,2023-08-23 08:34:33.233481,RAS
Gretillat Position 17,Rappel de large,1,3,2023-08-23,2023-08-23 08:34:36.460368,RAS
Gretillat Position 17,Rappel de large,1,1,2023-08-23,2023-08-23 08:34:40.416507,RAS
Gretillat Position 17,Rappel de large,1,1,2023-08-23,2023-08-23 08:34:41.064426,RAS
Gretillat Position 18,Rappel de large,1,3,2023-08-23,2023-08-23 08:34:50.876354,RAS
Gretillat Position 18,Rappel de large,1,2,2023-08-23,2023-08-23 08:34:57.040281,RAS
Gretillat Position 18,Rappel de large,1,4,2023-08-23,2023-08-23 08:35:01.496442,RAS
Gretillat Position 18,Rappel de large,1,2,2023-08-23,2023-08-23 08:35:05.776747,RAS
Gretillat Position 18,Rappel de large,1,2,2023-08-23,2023-08-23 08:35:06.607045,RAS
Gretillat Position 18,Rappel de large,1,1,2023-08-23,2023-08-23 08:35:08.998494,RAS
Gretillat Position 19,Rappel de large,1,1,2023-08-23,2023-08-23 08:35:19.562906,RAS
Gretillat Position 19,Rappel de large,1,2,2023-08-23,2023-08-23 08:35:22.296681,RAS
Gretillat Position 19,Rappel de large,1,6,2023-08-23,2023-08-23 08:35:29.866160,RAS
Gretillat Position 19,Rappel de large,1,1,2023-08-23,2023-08-23 08:35:33.654337,RAS
Gretillat Position 19,Rappel de large,1,2,2023-08-23,2023-08-23 08:35:38.060689,RAS
Gretillat Position 19,Rappel de large,1,4,2023-08-23,2023-08-23 08:35:40.718323,RAS
Gretillat Position 20,Rappel de large,1,5,2023-08-23,2023-08-23 08:35:50.688705,RAS
Gretillat Position 20,Rappel de large,1,3,2023-08-23,2023-08-23 08:35:54.708816,RAS
Gretillat Position 20,Rappel de large,1,3,2023-08-23,2023-08-23 08:35:55.410758,RAS
Gretillat Position 20,Rappel de large,1,2,2023-08-23,2023-08-23 08:35:57.978713,RAS
Gretillat Position 20,Rappel de large,1,3,2023-08-23,2023-08-23 08:36:01.478397,RAS
Gretillat Position 20,Rappel de large,1,2,2023-08-23,2023-08-23 08:36:05.074614,RAS
Gretillat Position 21,Rappel de large,1,3,2023-08-23,2023-08-23 08:36:13.972232,RAS
Gretillat Position 21,Rappel de large,1,2,2023-08-23,2023-08-23 08:36:17.205538,RAS
Gretillat Position 21,Rappel de large,1,1,2023-08-23,2023-08-23 08:36:20.880929,RAS
Gretillat Position 21,Rappel de large,1,5,2023-08-23,2023-08-23 08:36:23.760888,RAS
Gretillat Position 21,Rappel de large,1,3,2023-08-23,2023-08-23 08:36:27.522541,RAS
Gretillat Position 21,Rappel de large,1,3,2023-08-23,2023-08-23 08:36:28.148493,RAS
Gretillat Position 22,Rappel de large,1,2,2023-08-23,2023-08-23 08:36:48.854317,RAS
Gretillat Position 22,Rappel de large,1,1,2023-08-23,2023-08-23 08:36:51.900566,RAS
Gretillat Position 22,Rappel de large,1,3,2023-08-23,2023-08-23 08:36:55.371214,RAS
Gretillat Position 22,Rappel de large,1,3,2023-08-23,2023-08-23 08:36:56.202688,RAS
Gretillat Position 22,Rappel de large,1,1,2023-08-23,2023-08-23 08:36:58.558619,RAS
Gretillat Position 22,Rappel de large,1,3,2023-08-23,2023-08-23 08:37:01.424479,RAS
Gretillat Position 23,Rappel de large,1,1,2023-08-23,2023-08-23 08:37:11.454730,RAS
Gretillat Position 23,Rappel de large,1,1,2023-08-23,2023-08-23 08:37:12.446563,RAS
Gretillat Position 23,Rappel de large,1,2,2023-08-23,2023-08-23 08:37:15.262653,RAS
Gretillat Position 23,Rappel de large,1,2,2023-08-23,2023-08-23 08:37:16.662764,RAS
Gretillat Position 23,Rappel de large,1,1,2023-08-23,2023-08-23 08:37:19.134082,RAS
Gretillat Position 23,Rappel de large,1,1,2023-08-23,2023-08-23 08:37:19.956381,RAS
Gretillat Position 24,Rappel de large,1,3,2023-08-23,2023-08-23 08:37:30.384412,RAS
Gretillat Position 24,Rappel de large,1,4,2023-08-23,2023-08-23 08:37:32.456529,RAS
Gretillat Position 24,Rappel de large,1,1,2023-08-23,2023-08-23 08:37:36.204739,RAS
Gretillat Position 24,Rappel de large,1,5,2023-08-23,2023-08-23 08:37:41.064293,RAS
Gretillat Position 24,Rappel de large,1,1,2023-08-23,2023-08-23 08:37:44.262236,RAS
Gretillat Position 24,Rappel de large,1,4,2023-08-23,2023-08-23 08:37:47.070531,RAS
Gretillat Position 25,Rappel de large,1,3,2023-08-23,2023-08-23 08:37:53.850339,RAS
Gretillat Position 25,Rappel de large,1,2,2023-08-23,2023-08-23 08:37:59.070918,RAS
Gretillat Position 25,Rappel de large,1,2,2023-08-23,2023-08-23 08:38:00.558355,RAS
Gretillat Position 25,Rappel de large,1,3,2023-08-23,2023-08-23 08:38:03.502866,RAS
Gretillat Position 25,Rappel de large,1,1,2023-08-23,2023-08-23 08:38:06.438922,RAS
Gretillat Position 25,Rappel de large,1,1,2023-08-23,2023-08-23 08:38:07.127020,RAS
Gretillat Position 26,Rappel de large,1,5,2023-08-23,2023-08-23 08:38:16.606627,RAS
Gretillat Position 26,Rappel de large,1,7,2023-08-23,2023-08-23 08:38:19.845031,RAS
Gretillat Position 26,Rappel de large,1,2,2023-08-23,2023-08-23 08:38:24.514336,RAS
Gretillat Position 26,Rappel de large,1,4,2023-08-23,2023-08-23 08:38:28.548182,RAS
Gretillat Position 26,Rappel de large,1,6,2023-08-23,2023-08-23 08:38:34.356557,RAS
Gretillat Position 26,Rappel de large,1,3,2023-08-23,2023-08-23 08:38:38.270393,RAS
Gretillat Position 27,Rappel de large,1,4,2023-08-23,2023-08-23 08:38:50.444855,RAS
Gretillat Position 27,Rappel de large,1,2,2023-08-23,2023-08-23 08:38:53.022691,RAS
Gretillat Position 27,Rappel de large,1,2,2023-08-23,2023-08-23 08:38:53.999456,RAS
Gretillat Position 27,Rappel de large,1,1,2023-08-23,2023-08-23 08:38:57.658937,RAS
Gretillat Position 27,Rappel de large,1,5,2023-08-23,2023-08-23 08:39:02.766438,RAS
Gretillat Position 27,Rappel de large,1,2,2023-08-23,2023-08-23 08:39:08.562643,RAS
Gretillat Position 27,Rappel de large,1,2,2023-08-23,2023-08-23 08:39:09.260948,RAS
Gretillat Position 28,Rappel de large,1,1,2023-08-23,2023-08-23 08:39:19.448721,RAS
Gretillat Position 28,Rappel de large,1,1,2023-08-23,2023-08-23 08:39:20.052212,RAS
Gretillat Position 28,Rappel de large,1,1,2023-08-23,2023-08-23 08:39:20.634893,RAS
Gretillat Position 28,Rappel de large,1,2,2023-08-23,2023-08-23 08:39:23.210606,RAS
Gretillat Position 28,Rappel de large,1,2,2023-08-23,2023-08-23 08:39:23.872522,RAS
Gretillat Position 28,Rappel de large,1,3,2023-08-23,2023-08-23 08:39:26.796826,RAS
Gretillat Position 29,Rappel de large,1,2,2023-08-23,2023-08-23 08:39:42.448496,RAS
Gretillat Position 29,Rappel de large,1,7,2023-08-23,2023-08-23 08:39:47.084500,RAS
Gretillat Position 29,Rappel de large,1,7,2023-08-23,2023-08-23 08:39:47.854636,RAS
Gretillat Position 29,Rappel de large,1,3,2023-08-23,2023-08-23 08:39:51.074838,RAS
Gretillat Position 29,Rappel de large,1,5,2023-08-23,2023-08-23 08:39:54.428510,RAS
Gretillat Position 29,Rappel de large,1,1,2023-08-23,2023-08-23 08:39:58.446885,RAS
Gretillat Position 30,Rappel de large,1,2,2023-08-23,2023-08-23 08:40:07.410372,RAS
Gretillat Position 30,Rappel de large,1,5,2023-08-23,2023-08-23 08:40:11.926625,RAS
Gretillat Position 30,Rappel de large,1,5,2023-08-23,2023-08-23 08:40:12.422683,RAS
Gretillat Position 30,Rappel de large,1,1,2023-08-23,2023-08-23 08:40:14.834902,RAS
Gretillat Position 30,Rappel de large,1,7,2023-08-23,2023-08-23 08:40:19.008757,RAS
Gretillat Position 30,Rappel de large,1,2,2023-08-23,2023-08-23 08:40:22.354681,RAS
Gretillat Position 31,Rappel de large,1,3,2023-08-23,2023-08-23 08:40:33.344818,RAS
Gretillat Position 31,Rappel de large,1,7,2023-08-23,2023-08-23 08:40:37.280473,RAS
Gretillat Position 31,Rappel de large,1,6,2023-08-23,2023-08-23 08:40:39.746854,RAS
Gretillat Position 31,Rappel de large,1,1,2023-08-23,2023-08-23 08:40:43.540789,RAS
